TIdx,Time,NCells_S,NCells_R,NCells,DrugConcentration,rS,rR,mS,mR,dS,dR,dD_div_S,dD_div_R,dt,ReplicateId,InitSize,RFrac
0.0,0.0,30.0,220.0,250.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
1.0,0.1,29.0,225.0,254.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
2.0,0.2,31.0,221.0,252.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
3.0,0.30000000000000004,30.0,217.0,247.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
4.0,0.4,31.0,211.0,242.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
5.0,0.5,31.0,219.0,250.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
6.0,0.6000000000000001,34.0,222.0,256.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
7.0,0.7000000000000001,35.0,224.0,259.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
8.0,0.8,36.0,225.0,261.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
9.0,0.9,39.0,222.0,261.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
10.0,1.0,40.0,221.0,261.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
11.0,1.1,45.0,221.0,266.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
12.0,1.2000000000000002,48.0,221.0,269.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
13.0,1.3,49.0,224.0,273.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
14.0,1.4000000000000001,49.0,226.0,275.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
15.0,1.5,54.0,221.0,275.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
16.0,1.6,56.0,218.0,274.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
17.0,1.7000000000000002,58.0,220.0,278.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
18.0,1.8,59.0,221.0,280.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
19.0,1.9000000000000001,60.0,224.0,284.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
20.0,2.0,57.0,223.0,280.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
21.0,2.1,55.0,229.0,284.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
22.0,2.2,56.0,228.0,284.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
23.0,2.3000000000000003,59.0,232.0,291.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
24.0,2.4000000000000004,61.0,237.0,298.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
25.0,2.5,64.0,238.0,302.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
26.0,2.6,67.0,240.0,307.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
27.0,2.7,65.0,240.0,305.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
28.0,2.8000000000000003,63.0,235.0,298.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
29.0,2.9000000000000004,64.0,239.0,303.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
30.0,3.0,65.0,240.0,305.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
31.0,3.1,68.0,238.0,306.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
32.0,3.2,72.0,243.0,315.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
33.0,3.3000000000000003,74.0,247.0,321.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
34.0,3.4000000000000004,76.0,249.0,325.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
35.0,3.5,78.0,246.0,324.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,13.0,0.0,0.88
