TIdx,Time,NCells_S,NCells_R,NCells,DrugConcentration,rS,rR,mS,mR,dS,dR,dD_div_S,dD_div_R,dt,ReplicateId,InitSize,RFrac
0.0,0.0,30.0,220.0,250.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
1.0,0.1,32.0,227.0,259.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
2.0,0.2,34.0,225.0,259.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
3.0,0.30000000000000004,34.0,225.0,259.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
4.0,0.4,35.0,225.0,260.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
5.0,0.5,35.0,227.0,262.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
6.0,0.6000000000000001,35.0,224.0,259.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
7.0,0.7000000000000001,35.0,231.0,266.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
8.0,0.8,36.0,230.0,266.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
9.0,0.9,40.0,237.0,277.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
10.0,1.0,41.0,239.0,280.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
11.0,1.1,41.0,237.0,278.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
12.0,1.2000000000000002,44.0,237.0,281.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
13.0,1.3,44.0,240.0,284.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
14.0,1.4000000000000001,47.0,238.0,285.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
15.0,1.5,49.0,240.0,289.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
16.0,1.6,51.0,242.0,293.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
17.0,1.7000000000000002,52.0,243.0,295.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
18.0,1.8,53.0,241.0,294.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
19.0,1.9000000000000001,56.0,245.0,301.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
20.0,2.0,57.0,240.0,297.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
21.0,2.1,58.0,233.0,291.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
22.0,2.2,59.0,232.0,291.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
23.0,2.3000000000000003,65.0,229.0,294.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
24.0,2.4000000000000004,70.0,232.0,302.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
25.0,2.5,72.0,226.0,298.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
26.0,2.6,74.0,233.0,307.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
27.0,2.7,77.0,228.0,305.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
28.0,2.8000000000000003,80.0,227.0,307.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
29.0,2.9000000000000004,82.0,230.0,312.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
30.0,3.0,85.0,234.0,319.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
31.0,3.1,86.0,229.0,315.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
32.0,3.2,88.0,235.0,323.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
33.0,3.3000000000000003,95.0,237.0,332.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
34.0,3.4000000000000004,93.0,238.0,331.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
35.0,3.5,94.0,241.0,335.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
36.0,3.6,102.0,245.0,347.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
37.0,3.7,103.0,250.0,353.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
38.0,3.8000000000000003,103.0,246.0,349.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
39.0,3.9000000000000004,104.0,246.0,350.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
40.0,4.0,111.0,250.0,361.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
41.0,4.1000000000000005,114.0,248.0,362.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,4.0,0.0,0.88
