TIdx,Time,NCells_S,NCells_R,NCells,DrugConcentration,rS,rR,mS,mR,dS,dR,dD_div_S,dD_div_R,dt,ReplicateId,InitSize,RFrac
103.0,10.3,482.0,244.0,726.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
104.0,10.4,473.0,243.0,716.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
105.0,10.5,463.0,245.0,708.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
106.0,10.600000000000001,451.0,250.0,701.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
107.0,10.700000000000001,439.0,260.0,699.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
108.0,10.8,430.0,270.0,700.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
109.0,10.9,415.0,276.0,691.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
110.0,11.0,403.0,280.0,683.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
111.0,11.100000000000001,395.0,283.0,678.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
112.0,11.200000000000001,383.0,284.0,667.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
113.0,11.3,368.0,285.0,653.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
114.0,11.4,359.0,287.0,646.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
115.0,11.5,351.0,288.0,639.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
116.0,11.600000000000001,344.0,282.0,626.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
117.0,11.700000000000001,334.0,282.0,616.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
118.0,11.8,322.0,293.0,615.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
119.0,11.9,315.0,295.0,610.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
120.0,12.0,302.0,296.0,598.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
121.0,12.100000000000001,294.0,294.0,588.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
122.0,12.200000000000001,288.0,295.0,583.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
123.0,12.3,278.0,305.0,583.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
124.0,12.4,274.0,310.0,584.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
125.0,12.5,254.0,316.0,570.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
126.0,12.600000000000001,248.0,319.0,567.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
127.0,12.700000000000001,240.0,329.0,569.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
128.0,12.8,235.0,343.0,578.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
129.0,12.9,225.0,344.0,569.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
130.0,13.0,221.0,349.0,570.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
131.0,13.100000000000001,215.0,353.0,568.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
132.0,13.200000000000001,207.0,352.0,559.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
133.0,13.3,203.0,351.0,554.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
134.0,13.4,195.0,353.0,548.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
135.0,13.5,189.0,359.0,548.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
136.0,13.600000000000001,185.0,367.0,552.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
137.0,13.700000000000001,182.0,364.0,546.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
138.0,13.8,178.0,363.0,541.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
139.0,13.9,173.0,363.0,536.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
140.0,14.0,169.0,363.0,532.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
141.0,14.100000000000001,164.0,361.0,525.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
142.0,14.200000000000001,157.0,358.0,515.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
143.0,14.3,149.0,365.0,514.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
144.0,14.4,148.0,368.0,516.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
145.0,14.5,143.0,370.0,513.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
146.0,14.600000000000001,140.0,377.0,517.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
147.0,14.700000000000001,137.0,380.0,517.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
148.0,14.8,132.0,375.0,507.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
149.0,14.9,128.0,377.0,505.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
150.0,15.0,127.0,381.0,508.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
151.0,15.100000000000001,121.0,383.0,504.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
152.0,15.200000000000001,117.0,387.0,504.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
153.0,15.3,116.0,389.0,505.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
154.0,15.4,116.0,393.0,509.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
155.0,15.5,112.0,396.0,508.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
156.0,15.600000000000001,111.0,403.0,514.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
157.0,15.700000000000001,108.0,402.0,510.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
158.0,15.8,103.0,404.0,507.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
159.0,15.9,101.0,406.0,507.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
160.0,16.0,96.0,409.0,505.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
161.0,16.1,94.0,414.0,508.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
162.0,16.2,92.0,406.0,498.0,1.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,18.0,0.0,0.88
