TIdx,Time,NCells_S,NCells_R,NCells,DrugConcentration,rS,rR,mS,mR,dS,dR,dD_div_S,dD_div_R,dt,ReplicateId,InitSize,RFrac
0.0,0.0,30.0,220.0,250.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
1.0,0.1,33.0,224.0,257.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
2.0,0.2,34.0,219.0,253.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
3.0,0.30000000000000004,34.0,222.0,256.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
4.0,0.4,35.0,224.0,259.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
5.0,0.5,36.0,223.0,259.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
6.0,0.6000000000000001,35.0,220.0,255.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
7.0,0.7000000000000001,34.0,224.0,258.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
8.0,0.8,36.0,227.0,263.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
9.0,0.9,37.0,226.0,263.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
10.0,1.0,37.0,222.0,259.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
11.0,1.1,36.0,226.0,262.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
12.0,1.2000000000000002,38.0,231.0,269.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
13.0,1.3,36.0,228.0,264.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
14.0,1.4000000000000001,39.0,228.0,267.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
15.0,1.5,41.0,230.0,271.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
16.0,1.6,43.0,223.0,266.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
17.0,1.7000000000000002,45.0,221.0,266.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
18.0,1.8,46.0,225.0,271.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
19.0,1.9000000000000001,44.0,226.0,270.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
20.0,2.0,46.0,228.0,274.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
21.0,2.1,47.0,230.0,277.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
22.0,2.2,50.0,231.0,281.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
23.0,2.3000000000000003,54.0,235.0,289.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
24.0,2.4000000000000004,55.0,237.0,292.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
25.0,2.5,55.0,238.0,293.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
26.0,2.6,58.0,239.0,297.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
27.0,2.7,61.0,241.0,302.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
28.0,2.8000000000000003,62.0,242.0,304.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
29.0,2.9000000000000004,63.0,237.0,300.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
30.0,3.0,63.0,235.0,298.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
31.0,3.1,63.0,233.0,296.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
32.0,3.2,59.0,238.0,297.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,12.0,0.0,0.88
