TIdx,Time,NCells_S,NCells_R,NCells,DrugConcentration,rS,rR,mS,mR,dS,dR,dD_div_S,dD_div_R,dt,ReplicateId,InitSize,RFrac
0.0,0.0,30.0,220.0,250.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
1.0,0.1,33.0,219.0,252.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
2.0,0.2,32.0,224.0,256.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
3.0,0.30000000000000004,34.0,226.0,260.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
4.0,0.4,37.0,228.0,265.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
5.0,0.5,38.0,230.0,268.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
6.0,0.6000000000000001,37.0,229.0,266.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
7.0,0.7000000000000001,37.0,230.0,267.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
8.0,0.8,38.0,230.0,268.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
9.0,0.9,38.0,230.0,268.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
10.0,1.0,40.0,225.0,265.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
11.0,1.1,39.0,229.0,268.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
12.0,1.2000000000000002,39.0,234.0,273.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
13.0,1.3,44.0,230.0,274.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
14.0,1.4000000000000001,44.0,227.0,271.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
15.0,1.5,48.0,222.0,270.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
16.0,1.6,49.0,218.0,267.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
17.0,1.7000000000000002,47.0,215.0,262.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
18.0,1.8,49.0,213.0,262.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
19.0,1.9000000000000001,50.0,211.0,261.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
20.0,2.0,51.0,210.0,261.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
21.0,2.1,50.0,214.0,264.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
22.0,2.2,52.0,209.0,261.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
23.0,2.3000000000000003,55.0,208.0,263.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
24.0,2.4000000000000004,63.0,210.0,273.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
25.0,2.5,59.0,214.0,273.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
26.0,2.6,61.0,210.0,271.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
27.0,2.7,61.0,206.0,267.0,0.0,0.55,0.29,0.0,0.0,0.275,0.275,0.9818181818181818,-0.24137931034482762,0.1,24.0,0.0,0.88
